,name,company,year,Price,kms_driven,fuel_type
297,Mini Cooper S,Mini,2013-01-01,1891111.0,13000.0,Petrol
298,Mini Cooper S,Mini,2013-01-01,1891111.0,13000.0,Petrol
299,Tata Indica V2,Tata,2008-01-01,150000.0,11000.0,Petrol
300,Mini Cooper S,Mini,2013-01-01,1891111.0,13000.0,Petrol
301,Tata Indigo CS,Tata,2009-01-01,72500.0,46000.0,Diesel
302,Maruti Suzuki Swift,Maruti,2019-01-01,610000.0,73.0,Petrol
303,Mahindra Scorpio VLX,Mahindra,2004-01-01,230000.0,160000.0,Diesel
304,Tata Indica eV2,Tata,2017-01-01,284999.5,84000.0,Diesel
305,Honda Accord,Honda,2009-01-01,175000.0,58559.0,Petrol
306,Mahindra Scorpio S4,Mahindra,2015-01-01,855000.0,30000.0,Diesel
307,Chevrolet Tavera Neo,Chevrolet,2013-01-01,375000.0,55000.0,Diesel
308,Ford EcoSport Titanium,Ford,2014-01-01,520000.0,57000.0,Diesel
309,Maruti Suzuki Ertiga,Maruti,2015-01-01,524999.0,50000.0,Diesel
310,Honda Amaze,Honda,2014-01-01,299999.0,37000.0,Petrol
311,Maruti Suzuki Dzire,Maruti,2012-01-01,299999.0,40000.0,Petrol
312,Honda City,Honda,2011-01-01,284999.0,55000.0,Petrol
313,Mahindra Scorpio 2.6,Mahindra,2007-01-01,220000.0,170000.0,Diesel
314,Maruti Suzuki Dzire,Maruti,2014-01-01,424999.0,55000.0,Diesel
315,Honda City,Honda,2015-01-01,644999.0,39000.0,Petrol
316,Honda Mobilio,Honda,2014-01-01,399999.0,44000.0,Petrol
317,Toyota Corolla Altis,Toyota,2009-01-01,199999.0,65000.0,Petrol
318,Honda City,Honda,2014-01-01,584999.0,39000.0,Petrol
319,Skoda Laura,Skoda,2012-01-01,349999.0,44000.0,Diesel
320,Renault Duster,Renault,2015-01-01,449999.0,49000.0,Diesel
321,Maruti Suzuki Ertiga,Maruti,2018-01-01,799999.0,9000.0,Diesel
322,Maruti Suzuki Dzire,Maruti,2015-01-01,444999.0,45000.0,Diesel
323,Mahindra XUV500,Mahindra,2014-01-01,649999.0,47000.0,Diesel
324,Hyundai Verna Fluidic,Hyundai,2012-01-01,444999.0,40000.0,Diesel
325,Maruti Suzuki Vitara,Maruti,2016-01-01,689999.0,29000.0,Diesel
326,Maruti Suzuki Wagon,Maruti,2016-01-01,344999.0,15000.0,Petrol
327,Mahindra Scorpio,Mahindra,2015-01-01,944999.0,45000.0,Diesel
328,Honda Amaze,Honda,2014-01-01,274999.0,35000.0,Petrol
329,Mahindra XUV500,Mahindra,2013-01-01,689999.0,80000.0,Diesel
330,Mahindra Scorpio,Mahindra,2013-01-01,574999.0,68000.0,Diesel
331,Skoda Laura,Skoda,2013-01-01,374999.0,50000.0,Diesel
332,Volkswagen Polo,Volkswagen,2010-01-01,199999.0,60000.0,Diesel
333,Hyundai Elite i20,Hyundai,2016-01-01,549999.0,9000.0,Petrol
334,Tata Manza Aura,Tata,2012-01-01,130000.0,72000.0,Diesel
335,Chevrolet Sail UVA,Chevrolet,2013-01-01,210000.0,60000.0,Petrol
336,Renault Duster 110,Renault,2012-01-01,501000.0,38000.0,Diesel
337,Hyundai Verna Fluidic,Hyundai,2013-01-01,401000.0,45000.0,Diesel
338,Audi A4 2.0,Audi,2012-01-01,1350000.0,40000.0,Diesel
339,Hyundai Elantra SX,Hyundai,2013-01-01,600000.0,20000.0,Petrol
340,Mahindra Scorpio VLX,Mahindra,2013-01-01,610000.0,35000.0,Diesel
341,Mahindra KUV100 K8,Mahindra,2016-01-01,400000.0,20000.0,Diesel
342,Renault Scala RxL,Renault,2015-01-01,375000.0,25000.0,Diesel
343,Mahindra Quanto C8,Mahindra,2013-01-01,375000.0,20000.0,Diesel
344,Hyundai Grand i10,Hyundai,2014-01-01,365000.0,20000.0,Petrol
345,Hyundai i20 Active,Hyundai,2015-01-01,500000.0,18000.0,Petrol
346,Mahindra Xylo E4,Mahindra,2012-01-01,400000.0,35000.0,Diesel
347,Hyundai Grand i10,Hyundai,2017-01-01,524999.0,6821.0,Petrol
348,Hyundai i20,Hyundai,2014-01-01,449999.0,23000.0,Petrol
349,Hyundai Eon,Hyundai,2014-01-01,174999.0,14000.0,Petrol
350,Hyundai i10,Hyundai,2012-01-01,244999.0,38000.0,Petrol
351,Hyundai i20 Active,Hyundai,2015-01-01,574999.0,35000.0,Diesel
352,Datsun Redi GO,Datsun,2017-01-01,244999.0,22000.0,Petrol
353,Toyota Etios Liva,Toyota,2011-01-01,239999.0,41000.0,Petrol
354,Hyundai Accent,Hyundai,2010-01-01,99999.0,45000.0,Petrol
355,Hyundai Verna,Hyundai,2014-01-01,489999.0,44000.0,Diesel
356,Maruti Suzuki Swift,Maruti,2013-01-01,324999.0,45000.0,Diesel
357,Toyota Fortuner,Toyota,2011-01-01,1074999.0,52000.0,Diesel
358,Hyundai i10 Sportz,Hyundai,2012-01-01,230000.0,34000.0,Petrol
359,Mahindra Bolero Power,Mahindra,2018-01-01,699000.0,1800.0,Diesel
360,selling car Ta,selling,2015-01-01,284999.5,39000.0,Petrol
361,Mahindra XUV500,Mahindra,2015-01-01,1000000.0,15000.0,Diesel
362,Chevrolet Spark LT,Chevrolet,2009-01-01,110000.0,44000.0,Petrol
363,Mahindra Jeep MM,Mahindra,2019-01-01,390000.0,60.0,Diesel
364,Renault Duster 110PS,Renault,2012-01-01,501000.0,35000.0,Diesel
365,Mahindra XUV500,Mahindra,2016-01-01,1130000.0,72000.0,Diesel
366,Tata Indigo eCS,Tata,2014-01-01,250000.0,40000.0,Diesel
367,Tata Zest 90,Tata,2015-01-01,284999.5,39000.0,Diesel
368,Mahindra Bolero SLE,Mahindra,2013-01-01,330000.0,80200.0,Diesel
369,Force Motors Force,Force,2015-01-01,580000.0,3200.0,Diesel
370,Skoda Rapid Elegance,Skoda,2013-01-01,340000.0,48000.0,Diesel
371,Tata Vista Quadrajet,Tata,2011-01-01,120000.0,90000.0,Diesel
372,Maruti Suzuki Alto,Maruti,2015-01-01,265000.0,12000.0,Petrol
373,Maruti Suzuki SX4,Maruti,2012-01-01,265000.0,46000.0,Diesel
374,Maruti Suzuki Zen,Maruti,2003-01-01,85000.0,69900.0,Petrol
375,Mahindra Jeep CL550,Mahindra,2019-01-01,379000.0,39000.0,Diesel
376,Hyundai i10 Magna,Hyundai,2011-01-01,175000.0,45000.0,Petrol
377,Maruti Suzuki Alto,Maruti,2015-01-01,219000.0,5000.0,Petrol
378,Maruti Suzuki Swift,Maruti,2016-01-01,350000.0,166000.0,Diesel
379,Honda City ZX,Honda,2008-01-01,149000.0,42000.0,Petrol
380,Mahindra Jeep CL550,Mahindra,2018-01-01,385000.0,588.0,Diesel
381,Mahindra Jeep MM,Mahindra,2006-01-01,425000.0,122.0,Diesel
382,Chevrolet Beat Diesel,Chevrolet,2017-01-01,150000.0,62000.0,Diesel
383,Honda City 1.5,Honda,2010-01-01,225000.0,70000.0,Petrol
384,Maruti Suzuki Swift,Maruti,2015-01-01,300000.0,39000.0,Diesel
385,Hyundai Verna 1.4,Hyundai,2014-01-01,375000.0,36000.0,Petrol
386,Toyota Innova 2.5,Toyota,2012-01-01,770000.0,39000.0,Diesel
387,Maruti Suzuki Alto,Maruti,2018-01-01,284999.5,24000.0,Petrol
388,Maruti Suzuki Maruti,Maruti,1995-01-01,30000.0,55000.0,Petrol
389,Toyota Etios,Toyota,2011-01-01,275000.0,36000.0,Diesel
390,Volkswagen Polo,Volkswagen,2015-01-01,330000.0,38000.0,Diesel
391,Maruti Suzuki Swift,Maruti,2014-01-01,335000.0,55000.0,Diesel
392,Hyundai Elite i20,Hyundai,2015-01-01,450000.0,20000.0,Diesel
393,Maruti Suzuki Swift,Maruti,2012-01-01,225000.0,40000.0,Petrol
394,Maruti Suzuki Swift,Maruti,2015-01-01,300000.0,39000.0,Diesel
395,Maruti Suzuki Versa,Maruti,2004-01-01,80000.0,50000.0,Petrol
396,Tata Indigo LX,Tata,2016-01-01,130000.0,104000.0,Diesel
397,Volkswagen Vento Konekt,Volkswagen,2011-01-01,245000.0,65000.0,Diesel
398,Mercedes Benz C,Mercedes,2002-01-01,399000.0,41000.0,Petrol
399,Maruti Suzuki Ertiga,Maruti,2013-01-01,450000.0,90000.0,Diesel
400,URJE,URJENT,2015-01-01,180000.0,39000.0,Diesel
401,Honda City,Honda,2000-01-01,65000.0,80000.0,Petrol
402,Hyundai Santro Xing,Hyundai,2006-01-01,75000.0,46000.0,Petrol
403,Maruti Suzuki Omni,Maruti,2001-01-01,70000.0,70000.0,Petrol
404,Hyundai Sonata Transform,Hyundai,2017-01-01,190000.0,36469.0,Diesel
405,Hyundai Elite i20,Hyundai,2018-01-01,600000.0,7800.0,Petrol
406,Volkswagen Vento Konekt,Volkswagen,2011-01-01,245000.0,65000.0,Diesel
407,Maruti Suzuki Alto,Maruti,2017-01-01,240000.0,60000.0,Petrol
408,Maruti Suzuki Alto,Maruti,2011-01-01,155000.0,32000.0,Petrol
409,Honda Jazz S,Honda,2009-01-01,169999.0,24695.0,Petrol
410,Hyundai Grand i10,Hyundai,2017-01-01,450000.0,15141.0,Petrol
411,Maruti Suzuki Zen,Maruti,2001-01-01,40000.0,40000.0,Petrol
412,Mahindra Scorpio W,Mahindra,2012-01-01,165000.0,65000.0,Diesel
413,Swift Dzire Tour,Swift,2015-01-01,370000.0,39000.0,Diesel
414,Maruti Suzuki Alto,Maruti,2014-01-01,270000.0,22000.0,Petrol
415,Hyundai Grand i10,Hyundai,2016-01-01,280000.0,59910.0,Diesel
416,Mahindra XUV500 W8,Mahindra,2012-01-01,560000.0,100000.0,Diesel
417,Hyundai Creta 1.6,Hyundai,2016-01-01,950000.0,25000.0,Petrol
418,Hyundai i20 Magna,Hyundai,2013-01-01,310000.0,35000.0,Petrol
419,Renault Duster 85,Renault,2015-01-01,715000.0,65000.0,Diesel
420,Hyundai Grand i10,Hyundai,2014-01-01,340000.0,35000.0,Petrol
421,Honda Brio V,Honda,2012-01-01,235000.0,33000.0,Petrol
422,Mahindra TUV300 T4,Mahindra,2017-01-01,610000.0,68000.0,Diesel
423,Chevrolet Spark LS,Chevrolet,2010-01-01,95000.0,23000.0,Petrol
424,Mahindra TUV300 T8,Mahindra,2018-01-01,1000000.0,4500.0,Diesel
425,Maruti Suzuki Swift,Maruti,2015-01-01,220000.0,129000.0,Diesel
426,Nissan X Trail,Nissan,2019-01-01,1200000.0,300.0,Diesel
427,Maruti Suzuki Alto,Maruti,2015-01-01,230000.0,5000.0,Petrol
428,Ford Ikon 1.3,Ford,2001-01-01,45000.0,65000.0,Petrol
429,Toyota Fortuner 3.0,Toyota,2010-01-01,940000.0,131000.0,Diesel
430,Tata Manza ELAN,Tata,2010-01-01,155555.0,111111.0,Petrol
431,Tata zest x,Tata,2015-01-01,320000.0,39000.0,Diesel
432,Mahindra xyl,Mahindra,2015-01-01,350000.0,39000.0,Diesel
433,Mercedes Benz A,Mercedes,2013-01-01,1500000.0,14000.0,Petrol
434,Chevrolet Beat LS,Chevrolet,2016-01-01,210000.0,22000.0,Diesel
435,Ford EcoSport Trend,Ford,2013-01-01,495000.0,38000.0,Diesel
436,Tata Indigo LS,Tata,2016-01-01,125000.0,70000.0,Diesel
437,Hyundai i20 Magna,Hyundai,2010-01-01,195000.0,36000.0,Petrol
438,Volkswagen Vento Highline,Volkswagen,2015-01-01,550000.0,34000.0,Diesel
439,Renault Kwid RXT,Renault,2015-01-01,270000.0,43000.0,Petrol
440,Used Commercial Maruti,Used,2015-01-01,150000.0,39000.0,Diesel
441,Ford EcoSport Titanium,Ford,2014-01-01,500000.0,40000.0,Diesel
442,Honda Amaze 1.5,Honda,2016-01-01,240000.0,160000.0,Diesel
443,Hyundai Verna 1.6,Hyundai,2017-01-01,800000.0,12000.0,Petrol
444,BMW 5 Series,BMW,2011-01-01,1299000.0,49000.0,Diesel
445,Skoda Superb 1.8,Skoda,2011-01-01,530000.0,68000.0,Petrol
446,Audi Q3 2.0,Audi,2013-01-01,1499000.0,37000.0,Diesel
447,Mahindra Bolero DI,Mahindra,2012-01-01,220000.0,59466.0,Diesel
448,Maruti Suzuki Zen,Maruti,2011-01-01,284999.5,16000.0,Petrol
449,Mahindra Scorpio S10,Mahindra,2015-01-01,900000.0,97200.0,Diesel
450,Ford Figo Duratorq,Ford,2012-01-01,250000.0,99000.0,Diesel
451,Maruti Suzuki Wagon,Maruti,2018-01-01,395000.0,25500.0,Petrol
452,Mahindra Logan Diesel,Mahindra,2009-01-01,130000.0,66000.0,Petrol
453,Tata Nano GenX,Tata,2010-01-01,32000.0,44005.0,Petrol
454,Mahindra TUV300 T4,Mahindra,2016-01-01,540000.0,35000.0,Diesel
455,Mahindra TUV300 T4,Mahindra,2016-01-01,540000.0,35000.0,Diesel
456,Hyundai Elite i20,Hyundai,2015-01-01,405000.0,28000.0,Petrol
457,Hyundai Elite i20,Hyundai,2015-01-01,400000.0,30000.0,Petrol
458,Honda City SV,Honda,2017-01-01,760000.0,4000.0,Petrol
459,Maruti Suzuki Baleno,Maruti,2016-01-01,500000.0,28000.0,Petrol
460,Ford Figo Petrol,Ford,2011-01-01,175000.0,75000.0,Petrol
461,Mahindra Scorpio S10,Mahindra,2015-01-01,900000.0,97200.0,Diesel
462,Honda City,Honda,2017-01-01,750000.0,3000.0,Petrol
463,Hyundai Elite i20,Hyundai,2015-01-01,419000.0,20000.0,Petrol
464,Maruti Suzuki Versa,Maruti,2004-01-01,90000.0,50000.0,Petrol
465,Hyundai Eon Era,Hyundai,2018-01-01,140000.0,2110.0,Petrol
466,Mitsubishi Pajero Sport,Mitsubishi,2015-01-01,1540000.0,43222.0,Petrol
467,Hyundai i10 Magna,Hyundai,2008-01-01,275000.0,100200.0,Petrol
468,Toyota Corolla H2,Toyota,2003-01-01,150000.0,100000.0,Petrol
469,Maruti Suzuki Swift,Maruti,2011-01-01,230000.0,65.0,Petrol
470,Tata Indigo CS,Tata,2015-01-01,123000.0,100000.0,Diesel
471,Mahindra Scorpio S10,Mahindra,2015-01-01,900000.0,97200.0,Diesel
472,Mahindra Scorpio S10,Mahindra,2015-01-01,900000.0,97200.0,Diesel
473,Hyundai Xcent Base,Hyundai,2016-01-01,300000.0,140000.0,Diesel
474,Honda City,Honda,2015-01-01,499999.0,55000.0,Petrol
475,Hyundai Accent Executive,Hyundai,2009-01-01,165000.0,48000.0,Petrol
476,Maruti Suzuki Baleno,Maruti,2016-01-01,498000.0,22000.0,Petrol
477,Tata Zest XE,Tata,2018-01-01,480000.0,103553.0,Diesel
478,Maruti Suzuki Dzire,Maruti,2017-01-01,488000.0,80000.0,Diesel
479,Tata Sumo Gold,Tata,2014-01-01,250000.0,99000.0,Diesel
480,Toyota Corolla Altis,Toyota,2010-01-01,220000.0,58000.0,Petrol
481,Maruti Suzuki Eeco,Maruti,2013-01-01,290000.0,70000.0,LPG
482,Toyota Fortuner 3.0,Toyota,2015-01-01,1525000.0,120000.0,Diesel
483,Mahindra XUV500 W6,Mahindra,2013-01-01,548900.0,49800.0,Diesel
484,Tata Tigor Revotron,Tata,2019-01-01,650000.0,100.0,Diesel
485,Maruti Suzuki 800,Maruti,2001-01-01,55000.0,81876.0,Petrol
486,Maruti Suzuki Ertiga,Maruti,2015-01-01,550000.0,75000.0,Petrol
487,Maruti Suzuki Versa,Maruti,2004-01-01,90000.0,50000.0,Petrol
488,Honda Mobilio S,Honda,2014-01-01,399000.0,44000.0,Diesel
489,Maruti Suzuki Ertiga,Maruti,2016-01-01,730000.0,55000.0,Diesel
490,Maruti Suzuki Vitara,Maruti,2017-01-01,725000.0,36000.0,Diesel
491,Hyundai Verna 1.6,Hyundai,2016-01-01,195000.0,56000.0,Diesel
492,Maruti Suzuki Swift,Maruti,2007-01-01,130000.0,62000.0,Petrol
493,Toyota Fortuner 3.0,Toyota,2015-01-01,1525000.0,120000.0,Diesel
494,Maruti Suzuki Omni,Maruti,2014-01-01,190000.0,6020.0,Petrol
495,Honda Amaze,Honda,2013-01-01,250000.0,55700.0,Diesel
496,Tata Indica,Tata,2005-01-01,80000.0,42000.0,Petrol
497,Hyundai Santro Xing,Hyundai,2003-01-01,120000.0,50000.0,Petrol
498,Maruti Suzuki Zen,Maruti,2010-01-01,149000.0,35000.0,Petrol
499,Maruti Suzuki Wagon,Maruti,2014-01-01,250000.0,18500.0,Petrol
500,Maruti Suzuki Wagon,Maruti,2007-01-01,120000.0,7000.0,Petrol
501,Honda Brio VX,Honda,2017-01-01,450000.0,11000.0,Petrol
502,Hyundai Xcent Base,Hyundai,2015-01-01,284999.5,180000.0,Diesel
503,Maruti Suzuki Zen,Maruti,2003-01-01,99999.0,53000.0,Petrol
504,Maruti Suzuki Zen,Maruti,2008-01-01,135000.0,23000.0,Petrol
505,Maruti Suzuki Wagon,Maruti,2016-01-01,225000.0,35500.0,Diesel
506,Maruti Suzuki Alto,Maruti,2010-01-01,99000.0,22134.0,Petrol
507,Renault Kwid RXT,Renault,2019-01-01,370000.0,1000.0,Petrol
508,Tata Nano Lx,Tata,2010-01-01,52000.0,9000.0,Petrol
509,Jaguar XE XE,Jaguar,2016-01-01,2800000.0,8500.0,Petrol
510,Hyundai Xcent S,Hyundai,2015-01-01,284999.5,35000.0,Petrol
511,Hyundai Eon Magna,Hyundai,2014-01-01,190000.0,35000.0,Petrol
512,Honda City 1.5,Honda,2014-01-01,499000.0,22000.0,Petrol
513,Hindustan Motors Ambassador,Hindustan,2002-01-01,90000.0,25000.0,Diesel
514,Maruti Suzuki Ritz,Maruti,2010-01-01,149000.0,40000.0,Petrol
515,Hyundai Grand i10,Hyundai,2017-01-01,400000.0,20000.0,Petrol
516,Hyundai Eon D,Hyundai,2016-01-01,120000.0,87000.0,Petrol
517,Maruti Suzuki Swift,Maruti,2015-01-01,250000.0,55000.0,Petrol
518,Maruti Suzuki Wagon,Maruti,2017-01-01,375000.0,23000.0,Petrol
519,Honda Amaze 1.2,Honda,2014-01-01,381000.0,6000.0,Petrol
520,Maruti Suzuki Estilo,Maruti,2013-01-01,180000.0,65000.0,Petrol
521,Maruti Suzuki Vitara,Maruti,2016-01-01,580000.0,25000.0,Diesel
522,Maruti Suzuki Eeco,Maruti,2015-01-01,278000.0,39000.0,Petrol
523,Toyota Innova 2.0,Toyota,2009-01-01,284999.5,15574.0,Diesel
524,Hyundai Creta 1.6,Hyundai,2016-01-01,1000000.0,8000.0,Petrol
525,Mahindra Scorpio Vlx,Mahindra,2013-01-01,690000.0,75000.0,Diesel
526,Maruti Suzuki Ertiga,Maruti,2012-01-01,480000.0,51000.0,Diesel
527,Mitsubishi Lancer 1.8,Mitsubishi,2006-01-01,85000.0,50000.0,Petrol
528,Maruti Suzuki Maruti,Maruti,2001-01-01,40000.0,75000.0,Petrol
529,Maruti Suzuki Alto,Maruti,2015-01-01,90000.0,55800.0,Petrol
530,Hyundai Grand i10,Hyundai,2015-01-01,340000.0,53000.0,Petrol
531,Hyundai Eon D,Hyundai,2018-01-01,260000.0,25000.0,Petrol
532,Ford Fiesta SXi,Ford,2009-01-01,250000.0,56400.0,Petrol
533,Maruti Suzuki Ritz,Maruti,2010-01-01,180000.0,72160.0,Diesel
534,Hyundai Verna Fluidic,Hyundai,2012-01-01,350000.0,10000.0,Diesel
535,Maruti Suzuki Wagon,Maruti,2006-01-01,90001.0,48000.0,Petrol
536,Maruti Suzuki Estilo,Maruti,2007-01-01,115000.0,36000.0,Petrol
537,Audi A6 2.0,Audi,2012-01-01,1599000.0,11500.0,Diesel
538,Maruti Suzuki Wagon,Maruti,2003-01-01,130000.0,133000.0,Petrol
539,Maruti Suzuki Wagon,Maruti,2009-01-01,159000.0,27000.0,Petrol
540,Maruti Suzuki Wagon,Maruti,2009-01-01,160000.0,35000.0,Petrol
541,Maruti Suzuki Alto,Maruti,2010-01-01,110000.0,55000.0,Petrol
542,Maruti Suzuki Baleno,Maruti,2016-01-01,425000.0,40000.0,Petrol
543,Hyundai Verna 1.6,Hyundai,2019-01-01,900000.0,2000.0,Petrol
544,Maruti Suzuki Swift,Maruti,2009-01-01,150000.0,45000.0,Petrol
545,Hyundai Getz Prime,Hyundai,2009-01-01,110000.0,20000.0,Petrol
546,Hyundai Santro,Hyundai,2000-01-01,51999.0,88000.0,Petrol
547,Hyundai Getz Prime,Hyundai,2009-01-01,115000.0,20000.0,Petrol
548,Chevrolet Beat PS,Chevrolet,2012-01-01,215000.0,65422.0,Diesel
549,Ford EcoSport Trend,Ford,2017-01-01,580000.0,10000.0,Petrol
550,Maruti Suzuki Dzire,Maruti,2013-01-01,380000.0,35000.0,Petrol
551,Hyundai Fluidic Verna,Hyundai,2013-01-01,350000.0,117000.0,Diesel
552,Tata Indica V2,Tata,2005-01-01,35000.0,150000.0,Diesel
553,BMW X1 xDrive20d,BMW,2011-01-01,1150000.0,72000.0,Diesel
554,Hyundai i20 Asta,Hyundai,2010-01-01,300000.0,10750.0,Petrol
555,Honda City 1.5,Honda,2009-01-01,269000.0,55000.0,Petrol
556,Tata Nano,Tata,2013-01-01,60000.0,6800.0,Petrol
557,Chevrolet Cruze LTZ,Chevrolet,2014-01-01,400000.0,41000.0,Diesel
558,Hyundai Verna Fluidic,Hyundai,2015-01-01,430000.0,73000.0,Diesel
559,Hyun,Hyundai,2015-01-01,284999.5,39000.0,Petrol
560,Maruti Suzuki Swift,Maruti,2011-01-01,140000.0,65000.0,Diesel
561,Mahindra XUV500 W10,Mahindra,2018-01-01,1299000.0,40000.0,Diesel
562,Maruti Suzuki Alto,Maruti,2014-01-01,199000.0,37000.0,Petrol
563,Hyundai Accent GLE,Hyundai,2006-01-01,90000.0,55000.0,Petrol
564,Force Motors One,Force,2013-01-01,550000.0,140000.0,Diesel
565,Datsun Go Plus,Datsun,2016-01-01,284999.5,5.0,Petrol
566,Maruti Suzuki Alto,Maruti,2019-01-01,265000.0,9800.0,Petrol
567,Chevrolet Spark 1.0,Chevrolet,2011-01-01,100000.0,27000.0,Petrol
568,Hyundai i10,Hyundai,2009-01-01,215000.0,27000.0,Petrol
569,Toyota Etios Liva,Toyota,2012-01-01,380000.0,20000.0,Diesel
570,Renault Duster 85PS,Renault,2013-01-01,401919.0,57923.0,Diesel
571,Chevrolet Enjoy,Chevrolet,2014-01-01,490000.0,30201.0,Diesel
572,Maruti Suzuki Alto,Maruti,2017-01-01,280000.0,6200.0,Petrol
573,BMW 5 Series,BMW,2009-01-01,650000.0,37518.0,Petrol
574,Toyota Etios Liva,Toyota,2014-01-01,160000.0,24652.0,Petrol
575,Mahindra Jeep MM,Mahindra,2004-01-01,424000.0,383.0,Diesel
576,Chevrolet Beat LS,Chevrolet,2016-01-01,225000.0,95000.0,Diesel
577,Chevrolet Cruze LTZ,Chevrolet,2011-01-01,350000.0,35000.0,Diesel
578,Jeep Wrangler Unlimited,Jeep,2015-01-01,950000.0,3528.0,Diesel
579,Maruti Suzuki Ertiga,Maruti,2013-01-01,485000.0,52500.0,Diesel
580,Hyundai Verna VGT,Hyundai,2010-01-01,205000.0,47900.0,Diesel
581,Maruti Suzuki Omni,Maruti,2012-01-01,160000.0,14000.0,Petrol
582,Maruti Suzuki Celerio,Maruti,2018-01-01,310000.0,37000.0,Petrol
583,Tata Zest Quadrajet,Tata,2017-01-01,180000.0,90000.0,Diesel
584,Mahindra XUV500 W6,Mahindra,2013-01-01,549900.0,52800.0,Diesel
585,Tata Indigo CS,Tata,2016-01-01,150000.0,104000.0,Diesel
586,Hyundai i10 Era,Hyundai,2011-01-01,175000.0,30000.0,Petrol
587,Tata Indigo eCS,Tata,2014-01-01,95000.0,195000.0,Diesel
588,Tata Indigo LX,Tata,2016-01-01,230000.0,104000.0,Diesel
589,Tata Indigo eCS,Tata,2016-01-01,230000.0,104000.0,Diesel
590,Tata Indigo Marina,Tata,2004-01-01,180000.0,70000.0,Diesel
591,Commercial Chevrolet Sail,Commercial,2015-01-01,225000.0,39000.0,Diesel
