,name,company,year,Price,kms_driven,fuel_type
592,Hyundai Xcent SX,Hyundai,2015-01-01,400000.0,43000.0,Diesel
593,Hyundai Eon Magna,Hyundai,2013-01-01,185000.0,23000.0,Petrol
594,Renault Duster 85,Renault,2015-01-01,385000.0,51000.0,Diesel
595,Maruti Suzuki Alto,Maruti,2009-01-01,90000.0,62000.0,Petrol
596,Tata Nano LX,Tata,2010-01-01,32000.0,48008.0,Petrol
597,Commercial Car Ta,Commercial,2015-01-01,371500.0,39000.0,Diesel
598,Renault Duster 110,Renault,2013-01-01,435000.0,39000.0,Diesel
599,Maruti Suzuki Wagon,Maruti,2010-01-01,225000.0,40000.0,Petrol
600,Maruti Suzuki Swift,Maruti,2006-01-01,189700.0,48247.0,Petrol
601,Maruti Suzuki Ertiga,Maruti,2012-01-01,389700.0,39000.0,Diesel
602,Maruti Suzuki Swift,Maruti,2014-01-01,365000.0,23000.0,Petrol
603,Maruti Suzuki Alto,Maruti,2017-01-01,360000.0,9400.0,Petrol
604,Hyundai i20 Magna,Hyundai,2010-01-01,210000.0,50000.0,Petrol
605,Hyundai i10 Magna,Hyundai,2009-01-01,170000.0,75000.0,Petrol
606,tata Indica,tata,2015-01-01,130000.0,39000.0,Petrol
607,Tata Zest XE,Tata,2017-01-01,380000.0,70000.0,Diesel
608,Mahindra Xylo E8,Mahindra,2009-01-01,295000.0,64000.0,Diesel
609,Toyota Corolla Altis,Toyota,2010-01-01,185000.0,55000.0,Petrol
610,Tata Manza Aqua,Tata,2014-01-01,160000.0,200000.0,Diesel
611,Mahindra KUV100 K8,Mahindra,2018-01-01,284999.5,7500.0,Diesel
612,Used bt new,Used,2015-01-01,255000.0,39000.0,Petrol
613,Renault Kwid 1.0,Renault,2018-01-01,290000.0,2137.0,Petrol
614,Sale tata,Sale,2015-01-01,100000.0,39000.0,Diesel
615,Tata Venture EX,Tata,2013-01-01,100000.0,30000.0,Diesel
616,Maruti Suzuki Swift,Maruti,2014-01-01,315000.0,44000.0,Petrol
617,Maruti Suzuki Alto,Maruti,2002-01-01,284999.5,56000.0,Petrol
618,Skoda Octavia Classic,Skoda,2006-01-01,114990.0,65000.0,Diesel
619,Maruti Suzuki Omni,Maruti,2012-01-01,120000.0,160000.0,LPG
620,Chevrolet Beat Diesel,Chevrolet,2011-01-01,125000.0,56000.0,Diesel
621,Tata Sumo Gold,Tata,2012-01-01,210000.0,75000.0,Diesel
622,Tata indigo 2017,Tata,2015-01-01,170000.0,39000.0,Petrol
623,Hyundai Verna 1.6,Hyundai,2018-01-01,855000.0,42000.0,Diesel
624,Tata Sumo Gold,Tata,2012-01-01,210000.0,75000.0,Diesel
625,Mahindra Scorpio 2.6,Mahindra,2007-01-01,260000.0,56000.0,Diesel
626,Maruti Suzuki Zen,Maruti,2002-01-01,95000.0,10544.0,Petrol
627,Maruti Suzuki Swift,Maruti,2011-01-01,255000.0,64000.0,Petrol
628,Mahindra Scorpio SLX,Mahindra,2008-01-01,300000.0,70000.0,Diesel
629,Hyundai Grand i10,Hyundai,2014-01-01,340000.0,25000.0,Petrol
630,Hyundai Elite i20,Hyundai,2017-01-01,550000.0,15000.0,Petrol
631,Ford Ikon 1.6,Ford,2003-01-01,60000.0,50000.0,Petrol
632,Hyundai Elite i20,Hyundai,2015-01-01,284999.5,49500.0,Petrol
633,Tata indigo,Tata,2015-01-01,150000.0,39000.0,Petrol
634,Toyota Innova 2.5,Toyota,2011-01-01,750000.0,147000.0,Diesel
635,Nissan Sunny XL,Nissan,2011-01-01,230000.0,52000.0,Petrol
636,Chevrolet Beat LT,Chevrolet,2012-01-01,130000.0,90001.0,Diesel
637,Maruti Suzuki Alto,Maruti,2017-01-01,270000.0,21000.0,Petrol
638,Maruti Suzuki Swift,Maruti,2012-01-01,280000.0,48006.0,Diesel
639,Maruti Suzuki Swift,Maruti,2012-01-01,280000.0,48006.0,Diesel
640,Maruti Suzuki Swift,Maruti,2012-01-01,280000.0,48006.0,Diesel
641,very good condition,very,2015-01-01,200000.0,39000.0,Diesel
642,Toyota Innova 2.0,Toyota,2012-01-01,600000.0,80000.0,Diesel
643,Sale Hyundai xcent,Sale,2015-01-01,284999.5,39000.0,Diesel
644,Maruti Suzuki Swift,Maruti,2010-01-01,190000.0,74000.0,Diesel
645,Hyundai Elite i20,Hyundai,2015-01-01,500000.0,22000.0,Petrol
646,Mahindra XUV500 W10,Mahindra,2016-01-01,1065000.0,41000.0,Diesel
647,Volkswagen Polo Trendline,Volkswagen,2015-01-01,350000.0,25000.0,Diesel
648,Toyota Etios Liva,Toyota,2012-01-01,350000.0,85000.0,Diesel
649,Mahindra TUV300 T4,Mahindra,2016-01-01,540000.0,29500.0,Diesel
650,Hyundai Elite i20,Hyundai,2015-01-01,470000.0,30000.0,Petrol
651,Hyundai Santro Xing,Hyundai,2014-01-01,179000.0,57000.0,Petrol
652,Maruti Suzuki Zen,Maruti,2003-01-01,48000.0,60000.0,Petrol
653,Maruti Suzuki Ciaz,Maruti,2016-01-01,650000.0,50000.0,Petrol
654,Hyundai Eon Era,Hyundai,2013-01-01,190000.0,39700.0,Petrol
655,Hyundai Elantra 1.8,Hyundai,2012-01-01,500000.0,65000.0,Petrol
656,Maruti Suzuki Swift,Maruti,2010-01-01,270000.0,67000.0,Diesel
657,Maruti Suzuki Zen,Maruti,2008-01-01,125000.0,46000.0,Petrol
658,Hyundai Eon Era,Hyundai,2012-01-01,188000.0,38000.0,Petrol
659,Hyundai Grand i10,Hyundai,2016-01-01,380000.0,27000.0,Petrol
660,Hyundai Verna Fluidic,Hyundai,2011-01-01,365000.0,43000.0,Diesel
661,Ford EcoSport Trend,Ford,2014-01-01,465000.0,47000.0,Petrol
662,Hyundai i20 Magna,Hyundai,2011-01-01,240000.0,42000.0,Petrol
663,Chevrolet Beat Diesel,Chevrolet,2016-01-01,179999.0,19336.0,Diesel
664,Tata Indica eV2,Tata,2015-01-01,140000.0,60105.0,Diesel
665,Jaguar XF 2.2,Jaguar,2013-01-01,2190000.0,29000.0,Diesel
666,Audi Q5 2.0,Audi,2014-01-01,2390000.0,34000.0,Diesel
667,BMW 3 Series,BMW,2011-01-01,1075000.0,35000.0,Diesel
668,Maruti Suzuki Swift,Maruti,2015-01-01,475000.0,22000.0,Petrol
669,BMW X1 sDrive20d,BMW,2012-01-01,1025000.0,41000.0,Diesel
670,Maruti Suzuki S,Maruti,2016-01-01,615000.0,21000.0,Diesel
671,Maruti Suzuki Ertiga,Maruti,2013-01-01,475000.0,48000.0,Diesel
672,Maruti Suzuki Alto,Maruti,2016-01-01,270000.0,38000.0,Petrol
673,Honda City SV,Honda,2014-01-01,475000.0,34000.0,Diesel
674,Volkswagen Vento Comfortline,Volkswagen,2011-01-01,240000.0,45933.0,Petrol
675,Honda City 1.5,Honda,2005-01-01,120000.0,68000.0,Petrol
676,Audi A4 2.0,Audi,2016-01-01,1900000.0,44000.0,Diesel
677,Mahindra KUV100,Mahindra,2017-01-01,360000.0,35000.0,Diesel
678,Tata Zest XE,Tata,2018-01-01,450000.0,102563.0,Diesel
679,Mahindra XUV500 W8,Mahindra,2015-01-01,900000.0,28600.0,Diesel
680,Maruti Suzuki Swift,Maruti,2017-01-01,650000.0,41800.0,Diesel
681,Tata Sumo Gold,Tata,2014-01-01,275000.0,116000.0,Diesel
682,Maruti Suzuki Swift,Maruti,2009-01-01,210000.0,59000.0,Petrol
683,Mahindra Scorpio 2.6,Mahindra,2004-01-01,175000.0,58000.0,Diesel
684,Maruti Suzuki Omni,Maruti,2009-01-01,85000.0,45000.0,Petrol
685,Mitsubishi Pajero Sport,Mitsubishi,2015-01-01,1490000.0,42590.0,Diesel
686,Renault Duster,Renault,2014-01-01,800000.0,7400.0,Diesel
687,Volkswagen Jetta Comfortline,Volkswagen,2009-01-01,450000.0,54500.0,Diesel
688,Maruti Suzuki Ertiga,Maruti,2012-01-01,1000000.0,200000.0,Diesel
689,Audi A4 2.0,Audi,2013-01-01,1510000.0,27000.0,Diesel
690,Volvo S80 Summum,Volvo,2015-01-01,1850000.0,42000.0,Diesel
691,Toyota Corolla Altis,Toyota,2014-01-01,790000.0,29000.0,Petrol
692,Mitsubishi Pajero Sport,Mitsubishi,2015-01-01,1725000.0,37000.0,Diesel
693,Chevrolet Beat LT,Chevrolet,2012-01-01,135000.0,36000.0,Petrol
694,BMW X1,BMW,2011-01-01,1000000.0,34000.0,Diesel
695,Datsun Redi GO,Datsun,2018-01-01,299999.0,7000.0,Petrol
696,Mercedes Benz C,Mercedes,2009-01-01,1225000.0,76000.0,Diesel
697,Mahindra Scorpio SLX,Mahindra,2004-01-01,175000.0,60000.0,Diesel
698,Volkswagen Vento Comfortline,Volkswagen,2011-01-01,200000.0,95000.0,Diesel
699,Tata Indigo CS,Tata,2017-01-01,270000.0,50000.0,Diesel
700,Ford Figo Petrol,Ford,2019-01-01,525000.0,39000.0,Petrol
701,Honda City ZX,Honda,2006-01-01,180000.0,50000.0,Petrol
702,Maruti Suzuki Wagon,Maruti,2008-01-01,140000.0,68000.0,Petrol
703,Ford EcoSport Trend,Ford,2014-01-01,400000.0,16000.0,Petrol
704,Maruti Suzuki Swift,Maruti,2016-01-01,499000.0,51000.0,Diesel
705,Maruti Suzuki Omni,Maruti,2009-01-01,85000.0,56000.0,Petrol
706,Maruti Suzuki Zen,Maruti,2004-01-01,70000.0,100000.0,Petrol
707,Renault Duster RxL,Renault,2015-01-01,550000.0,36000.0,Petrol
708,Maruti Suzuki Swift,Maruti,2014-01-01,370000.0,11523.0,Petrol
709,Maruti Suzuki Baleno,Maruti,2018-01-01,690000.0,1000.0,Petrol
710,Honda WR V,Honda,2009-01-01,250000.0,60000.0,Petrol
711,Tata Indigo CS,Tata,2016-01-01,110000.0,85000.0,Diesel
712,Renault Duster 110,Renault,2013-01-01,490000.0,38600.0,Diesel
713,Mahindra Scorpio LX,Mahindra,2009-01-01,320000.0,95500.0,Diesel
714,Maruti Suzuki Zen,Maruti,2004-01-01,68000.0,56000.0,Petrol
715,Maruti Suzuki Wagon,Maruti,2014-01-01,130000.0,37458.0,Petrol
716,Maruti Suzuki SX4,Maruti,2016-01-01,970000.0,85960.0,Diesel
717,Audi A3 Cabriolet,Audi,2015-01-01,3100000.0,12516.0,Petrol
718,Hyundai Eon D,Hyundai,2018-01-01,280000.0,35000.0,Petrol
719,Maruti Suzuki Zen,Maruti,2009-01-01,125000.0,39000.0,Petrol
720,Mahindra Scorpio SLX,Mahindra,2008-01-01,285000.0,80000.0,Diesel
721,I want to,I,2015-01-01,475000.0,39000.0,Petrol
722,Hyundai Santro AE,Hyundai,2011-01-01,165000.0,45000.0,Petrol
723,i want sale,i,2015-01-01,320000.0,39000.0,Diesel
724,Maruti Suzuki Swift,Maruti,2009-01-01,250000.0,51000.0,Diesel
725,Mahindra Scorpio S4,Mahindra,2015-01-01,865000.0,30000.0,Diesel
726,Tata ZEST 6,Tata,2015-01-01,370000.0,39000.0,Petrol
727,Mahindra Xylo D2,Mahindra,2011-01-01,390000.0,48000.0,Diesel
728,Hyundai Santro,Hyundai,2003-01-01,60000.0,51000.0,Petrol
729,Chevrolet Beat LT,Chevrolet,2015-01-01,215000.0,90000.0,Diesel
730,Maruti Suzuki Swift,Maruti,2015-01-01,475000.0,43000.0,Diesel
731,Mahindra XUV500 W8,Mahindra,2015-01-01,899000.0,53000.0,Diesel
732,Toyota Fortuner 3.0,Toyota,2013-01-01,1499000.0,97000.0,Diesel
733,Maruti Suzuki Alto,Maruti,2013-01-01,240000.0,20000.0,Petrol
734,Hyundai Getz GLE,Hyundai,2007-01-01,99000.0,55000.0,Petrol
735,Maruti Suzuki Swift,Maruti,2014-01-01,260000.0,120000.0,Diesel
736,Hyundai Creta 1.6,Hyundai,2019-01-01,1200000.0,39000.0,Petrol
737,Hyundai Santro Xing,Hyundai,2007-01-01,115000.0,46000.0,Petrol
738,Hyundai Santro Xing,Hyundai,2009-01-01,88000.0,43200.0,Petrol
739,Mahindra Xylo D2,Mahindra,2011-01-01,390000.0,56000.0,Diesel
740,Hyundai Santro Xing,Hyundai,2007-01-01,135000.0,42000.0,Petrol
741,Tata Indica V2,Tata,2009-01-01,90000.0,30600.0,Diesel
742,Hyundai i10 Sportz,Hyundai,2011-01-01,220000.0,38000.0,Petrol
743,Hyundai Grand i10,Hyundai,2017-01-01,424999.0,2550.0,Petrol
744,Hyundai Santro Xing,Hyundai,2007-01-01,135000.0,47000.0,Petrol
745,Honda City 1.5,Honda,2005-01-01,95000.0,41000.0,Petrol
746,Nissan Micra XL,Nissan,2017-01-01,430000.0,62500.0,Diesel
747,Honda City 1.5,Honda,2005-01-01,115000.0,68000.0,Petrol
748,Maruti Suzuki Alto,Maruti,2015-01-01,215000.0,50000.0,Petrol
749,Maruti Suzuki Wagon,Maruti,2004-01-01,53000.0,69000.0,Petrol
750,Maruti Suzuki Ertiga,Maruti,2012-01-01,500000.0,48000.0,Diesel
751,Tata Indica eV2,Tata,2012-01-01,85000.0,55000.0,Diesel
752,Maruti Suzuki Omni,Maruti,2013-01-01,165000.0,25000.0,Petrol
753,Hyundai Eon Era,Hyundai,2014-01-01,200000.0,28400.0,Petrol
754,Hyundai Eon,Hyundai,2014-01-01,200000.0,28000.0,Petrol
755,Maruti Suzuki Swift,Maruti,2015-01-01,425000.0,42000.0,Diesel
756,MARUTI SUZUKI ERTIGA,MARUTI,2015-01-01,650000.0,39000.0,Petrol
757,Hyundai Verna 1.6,Hyundai,2012-01-01,600000.0,29000.0,Diesel
758,Chevrolet Tavera LS,Chevrolet,2005-01-01,130000.0,68485.0,Diesel
759,Tata Tiago Revotron,Tata,2018-01-01,430000.0,3500.0,Petrol
760,Tata Tiago Revotorq,Tata,2019-01-01,568500.0,39000.0,Petrol
761,Tata Nexon,Tata,2019-01-01,284999.5,39000.0,Petrol
762,Tata,Tata,2015-01-01,284999.5,39000.0,Petrol
763,Maruti Suzuki Zen,Maruti,2006-01-01,71000.0,32000.0,Petrol
764,Mahindra KUV100 K8,Mahindra,2018-01-01,560000.0,8000.0,Diesel
765,Ford EcoSport Titanium,Ford,2014-01-01,590000.0,34000.0,Diesel
766,Hindustan Motors Ambassador,Hindustan,1995-01-01,750000.0,37000.0,Petrol
767,Ford Fusion 1.4,Ford,2007-01-01,125000.0,85455.0,Diesel
768,Hyundai Santro Xing,Hyundai,2007-01-01,135000.0,46000.0,Petrol
769,Hyundai Santro,Hyundai,2002-01-01,60000.0,47000.0,Petrol
770,Fiat Linea Emotion,Fiat,2009-01-01,120000.0,64000.0,Petrol
771,Ford Ikon 1.3,Ford,2008-01-01,95000.0,46000.0,Petrol
772,Maruti Suzuki Omni,Maruti,2017-01-01,240000.0,8000.0,Petrol
773,Tata Indica V2,Tata,2012-01-01,115000.0,64000.0,Diesel
774,Mahindra Scorpio S4,Mahindra,2015-01-01,795000.0,63000.0,Diesel
775,Hyundai Santro Xing,Hyundai,2007-01-01,55000.0,65000.0,Petrol
776,Mahindra Xylo D2,Mahindra,2009-01-01,300000.0,62000.0,Diesel
777,Hyundai Grand i10,Hyundai,2014-01-01,320000.0,41000.0,Petrol
778,Maruti Suzuki Alto,Maruti,2015-01-01,265000.0,14000.0,Petrol
779,Toyota Corolla,Toyota,2006-01-01,160000.0,40000.0,Petrol
780,Hyundai Eon Magna,Hyundai,2017-01-01,300000.0,1600.0,Petrol
781,Tata Sumo Grande,Tata,2010-01-01,130000.0,90000.0,Diesel
782,Maruti Suzuki Swift,Maruti,2011-01-01,250000.0,58000.0,Diesel
783,Volkswagen Polo Highline1.2L,Volkswagen,2013-01-01,380000.0,27000.0,Petrol
784,Maruti Suzuki Alto,Maruti,2003-01-01,42000.0,60000.0,Petrol
785,Tata Tiago Revotron,Tata,2017-01-01,400000.0,31000.0,Petrol
786,Maruti Suzuki Swift,Maruti,2009-01-01,120000.0,90000.0,Diesel
787,Maruti Suzuki Swift,Maruti,2009-01-01,120000.0,90000.0,Diesel
788,Tata Indigo eCS,Tata,2016-01-01,130000.0,150000.0,Diesel
789,Chevrolet Beat LS,Chevrolet,2014-01-01,189000.0,31000.0,Diesel
790,2012 Tata Sumo,2012,2015-01-01,250000.0,39000.0,Petrol
791,Mahindra Xylo E8,Mahindra,2011-01-01,365000.0,43000.0,Diesel
792,Hyundai Eon D,Hyundai,2013-01-01,170000.0,20000.0,Petrol
793,Well mentained Tata,Well,2015-01-01,380000.0,39000.0,Petrol
794,all paper updated,all,2015-01-01,145000.0,39000.0,Diesel
795,Maruti Ertiga showroom,Maruti,2015-01-01,480000.0,39000.0,Petrol
796,7 SEATER MAHINDRA,7,2015-01-01,284999.5,39000.0,Petrol
797,9 SEATER MAHINDRA,9,2015-01-01,284999.5,39000.0,Petrol
798,scratch less Tata,scratch,2015-01-01,140000.0,39000.0,Diesel
799,Maruti Suzuki swift,Maruti,2015-01-01,360000.0,39000.0,Diesel
800,Commercial Chevrolet beat,Commercial,2015-01-01,180000.0,39000.0,Petrol
801,urgent sell my,urgent,2015-01-01,350000.0,39000.0,Diesel
802,Tata Sumo Gold,Tata,2013-01-01,215000.0,100000.0,Petrol
803,sell my car,sell,2015-01-01,300000.0,39000.0,Diesel
804,Maruti Suzuki Swift,Maruti,2015-01-01,310000.0,39000.0,Petrol
805,Hyunda,Hyundai,2015-01-01,284999.5,39000.0,Petrol
806,Commercial Maruti Suzuki,Commercial,2015-01-01,284999.5,39000.0,Petrol
807,urgent sale Ta,urgent,2015-01-01,220000.0,39000.0,Petrol
808,Maruti Suzuki Alto,Maruti,2015-01-01,95000.0,39000.0,Petrol
809,tata,tata,2015-01-01,284999.5,39000.0,Diesel
810,TATA INDI,TATA,2015-01-01,110000.0,39000.0,Diesel
811,Tata Nano,Tata,2013-01-01,60000.0,7000.0,Petrol
812,Hyundai Elite i20,Hyundai,2017-01-01,599999.0,31000.0,Petrol
813,Hyundai i10 Magna,Hyundai,2009-01-01,400000.0,33000.0,Petrol
814,Hyundai Creta,Hyundai,2016-01-01,900000.0,60000.0,Diesel
815,Volkswagen Polo,Volkswagen,2013-01-01,299999.0,48000.0,Diesel
816,Maruti Suzuki Dzire,Maruti,2014-01-01,374999.0,33000.0,Petrol
817,Tata Bolt XM,Tata,2015-01-01,600000.0,15000.0,Petrol
818,Maruti Suzuki Alto,Maruti,2005-01-01,70000.0,47000.0,Petrol
819,Maruti Suzuki Alto,Maruti,2005-01-01,100000.0,40000.0,Petrol
820,Hyundai Venue,Hyundai,2019-01-01,284999.5,7000.0,Diesel
821,Maruti Suzuki Ritz,Maruti,2010-01-01,150000.0,38000.0,Diesel
822,Maruti Suzuki Alto,Maruti,2017-01-01,225000.0,12500.0,Petrol
823,Maruti Suzuki Dzire,Maruti,2009-01-01,210000.0,42000.0,Petrol
824,Renault Lodgy,Renault,2016-01-01,284999.5,20000.0,Diesel
825,Hyundai i20 Asta,Hyundai,2014-01-01,425000.0,31000.0,Petrol
826,Maruti Suzuki Swift,Maruti,2008-01-01,162000.0,60000.0,Diesel
827,Tata Indica V2,Tata,2005-01-01,60000.0,80000.0,Diesel
828,Mahindra Scorpio VLX,Mahindra,2014-01-01,650000.0,77000.0,Diesel
829,Toyota Innova 2.5,Toyota,2012-01-01,750000.0,75000.0,Diesel
830,Mahindra Xylo E8,Mahindra,2010-01-01,375000.0,40000.0,Diesel
831,Hyundai i20 Magna,Hyundai,2011-01-01,230000.0,47000.0,Petrol
832,Maruti Suzuki Omni,Maruti,2000-01-01,35999.0,60000.0,Petrol
833,Mahindra KUV100,Mahindra,2016-01-01,380000.0,26500.0,Petrol
834,Mahindra KUV100 K8,Mahindra,2019-01-01,560000.0,2875.0,Petrol
835,Datsun Go Plus,Datsun,2016-01-01,285000.0,13900.0,Petrol
836,Ford Endeavor 4x4,Ford,2019-01-01,2900000.0,9000.0,Diesel
837,Tata Indica V2,Tata,2005-01-01,39999.0,80000.0,Diesel
838,Hyundai Santro Xing,Hyundai,2006-01-01,85000.0,60000.0,Petrol
839,Maruti Suzuki Wagon,Maruti,2016-01-01,395000.0,20000.0,Petrol
840,Maruti Suzuki Swift,Maruti,2008-01-01,175000.0,58000.0,Diesel
841,Maruti Suzuki Alto,Maruti,2019-01-01,400000.0,1500.0,Petrol
842,Toyota Innova 2.5,Toyota,2011-01-01,750000.0,75000.0,Diesel
843,Any type car,Any,2015-01-01,170000.0,39000.0,Petrol
844,Maruti Suzuki Alto,Maruti,2016-01-01,250000.0,2450.0,Petrol
845,Maruti Suzuki Alto,Maruti,2019-01-01,425000.0,1625.0,Petrol
846,Maruti Suzuki Alto,Maruti,2019-01-01,284999.5,1500.0,Petrol
847,Volkswagen Polo Highline1.2L,Volkswagen,2017-01-01,525000.0,45000.0,Petrol
848,Mahindra Logan,Mahindra,2009-01-01,130000.0,65000.0,Diesel
849,Maruti Suzuki 800,Maruti,2000-01-01,30000.0,33400.0,Petrol
850,Mahindra Scorpio,Mahindra,2011-01-01,475000.0,60123.0,Diesel
851,Chevrolet Sail 1.2,Chevrolet,2013-01-01,300000.0,28000.0,Petrol
852,Volkswagen Vento Highline,Volkswagen,2015-01-01,284999.5,38900.0,Diesel
853,Hyundai Santro AE,Hyundai,2003-01-01,60000.0,70000.0,Petrol
854,Maruti Suzuki Wagon,Maruti,2006-01-01,100000.0,7000.0,Petrol
855,Hyundai Eon,Hyundai,2018-01-01,260000.0,25000.0,Petrol
856,Tata Manza,Tata,2015-01-01,100000.0,100000.0,Diesel
857,Toyota Innova 2.0,Toyota,2019-01-01,284999.5,4000.0,Petrol
858,Toyota Etios G,Toyota,2013-01-01,265000.0,42000.0,Petrol
859,Hyundai Getz Prime,Hyundai,2009-01-01,115000.0,20000.0,Petrol
860,Toyota Qualis,Toyota,2003-01-01,180000.0,100000.0,Diesel
861,Hyundai Santro Xing,Hyundai,2004-01-01,45000.0,137495.0,Petrol
862,Tata Indica eV2,Tata,2016-01-01,50500.0,91200.0,Diesel
863,Honda City 1.5,Honda,2009-01-01,270000.0,55000.0,Petrol
864,Tata Zest XE,Tata,2017-01-01,290000.0,120000.0,Diesel
865,Mahindra Quanto C4,Mahindra,2013-01-01,325000.0,63000.0,Diesel
866,Tata Indigo eCS,Tata,2016-01-01,160000.0,104000.0,Diesel
867,Maruti Suzuki Swift,Maruti,2016-01-01,350000.0,146000.0,Diesel
868,Hyundai Elite i20,Hyundai,2011-01-01,290000.0,40000.0,Petrol
869,Hyundai i20 Select,Hyundai,2011-01-01,290000.0,40000.0,Petrol
870,Chevrolet Tavera Neo,Chevrolet,2007-01-01,465000.0,100800.0,Diesel
871,Maruti Suzuki Dzire,Maruti,2016-01-01,325000.0,150000.0,Diesel
872,Hyundai Elite i20,Hyundai,2018-01-01,510000.0,2100.0,Petrol
873,Honda City VX,Honda,2016-01-01,860000.0,95000.0,Petrol
874,Maruti Suzuki Dzire,Maruti,2016-01-01,450000.0,2500.0,Diesel
875,Hyundai Getz,Hyundai,2006-01-01,125000.0,80000.0,Petrol
876,Mercedes Benz C,Mercedes,2006-01-01,500001.0,15000.0,Petrol
877,Maruti Suzuki Alto,Maruti,2005-01-01,95000.0,65000.0,Petrol
878,Maruti Suzuki Swift,Maruti,2009-01-01,250000.0,51000.0,Diesel
879,Skoda Fabia,Skoda,2009-01-01,110000.0,45000.0,Petrol
880,Maruti Suzuki Alto,Maruti,2015-01-01,284999.5,70000.0,Petrol
881,Maruti Suzuki Ritz,Maruti,2011-01-01,270000.0,50000.0,Petrol
882,tata zest 2017,tata,2015-01-01,450000.0,39000.0,Petrol
883,Tata Indica V2,Tata,2009-01-01,110000.0,30000.0,Diesel
884,Toyota Corolla Altis,Toyota,2009-01-01,300000.0,132000.0,Petrol
885,Ta,Tara,2015-01-01,310000.0,39000.0,Diesel
886,Tata Zest XM,Tata,2018-01-01,260000.0,27000.0,Diesel
887,Mahindra Quanto C8,Mahindra,2013-01-01,390000.0,40000.0,Diesel
888,Honda Amaze 1.2,Honda,2014-01-01,180000.0,39000.0,Diesel
889,Chevrolet Sail 1.2,Chevrolet,2014-01-01,160000.0,39000.0,Diesel
